Deal name,Amount,Deal stage,Close date,Create date,Lead Source,Primary Campaign ID,Expected Revenue,Salesforce Account ID,Salesforce Opportunity ID
Summit Data 97 - Reporting Build,37586,Closed Won,2026-07-06,2026-05-10,Referral,CMP000019,37586.0,ACC000646,OPP000266
Nova Data - RevOps Retainer,58278,Closed Lost,2025-08-23,2025-06-05,Referral,CMP000024,0.0,ACC000307,OPP000645
BluePeak Cloud 83 - RevOps Retainer,14386,Negotiation,2026-05-03,2026-02-23,Organic Search,,10789.5,ACC000435,OPP000696
Evergreen Group 71 - Lead Routing,11802,Prospecting,2026-02-21,2026-01-25,Partner,CMP000014,1180.2,ACC000284,OPP001026
Cobalt Markets 86 - RevOps Retainer,10775,Negotiation,2025-04-11,2025-02-26,Direct,CMP000030,8081.25,ACC000608,OPP001070
Bright Dynamics 68 - CRM Cleanup,24906,Proposal,2026-03-01,2026-01-12,Referral,CMP000018,14943.6,ACC000434,OPP000782
Summit Networks 26 - HubSpot-SFDC Integration,104967,Closed Won,2026-08-11,2026-05-10,Paid Search,CMP000024,104967.0,ACC000098,OPP000218
Evergreen Ops 30 - CRM Cleanup,181155,Demo,2026-08-06,2026-05-05,Webinar,CMP000026,72462.0,ACC000426,OPP000641
Atlas Data 82 - Lifecycle Redesign,32192,Prospecting,2025-07-16,2025-04-06,Event,CMP000013,3219.2,ACC000649,OPP000061
Nimbus Platform 85 - HubSpot-SFDC Integration,33847,Closed Lost,2025-05-10,2025-02-28,Partner,CMP000027,0.0,ACC000485,OPP001422
Nimbus Markets - Lead Routing,61778,Closed Lost,2026-01-24,2025-08-16,Referral,CMP000024,0.0,ACC000040,OPP000729
Catalyst Ops - RevOps Retainer,215973,Negotiation,2026-02-17,2025-10-03,Partner,CMP000008,161979.75,ACC000433,OPP001630
Nova Platform - HubSpot-SFDC Integration,29286,Demo,2025-08-15,2025-05-29,LinkedIn,CMP000028,11714.4,ACC000076,OPP000088
Apex Networks 54 - HubSpot-SFDC Integration,176996,Proposal,2026-01-14,2025-09-09,LinkedIn,CMP000034,106197.6,ACC000292,OPP000202
Atlas Data 82 - Lead Routing,130773,Negotiation,2025-09-21,2025-06-01,Event,CMP000026,98079.75,ACC000649,OPP000555
Atlas Markets 54 - Lead Routing,29995,Discovery,2026-01-06,2025-11-04,LinkedIn,CMP000007,7498.75,ACC000448,OPP001571
Nimbus Labs 15 - RevOps Retainer,15737,Closed Lost,2026-07-18,2026-03-28,Content Download,CMP000003,0.0,ACC000053,OPP000605
Northstar Health - Reporting Build,117241,Discovery,2026-07-20,2026-03-05,Organic Search,CMP000018,29310.25,ACC000532,OPP000215
Catalyst Health 65 - RevOps Retainer,133674,Discovery,2025-12-28,2025-08-08,LinkedIn,CMP000032,33418.5,ACC000463,OPP000395
Northstar Data 7 - RevOps Retainer,10344,Negotiation,2025-08-20,2025-05-31,Referral,CMP000022,7758.0,ACC000476,OPP000566
Vertex Dynamics 65 - Lifecycle Redesign,116042,Demo,2026-04-16,2025-12-10,LinkedIn,CMP000030,46416.8,ACC000251,OPP001159
Summit Markets 88 - RevOps Retainer,66655,Prospecting,2025-11-17,2025-09-18,LinkedIn,CMP000020,6665.5,ACC000601,OPP000750
Meridian Works - RevOps Retainer,181758,Prospecting,2025-06-19,2025-03-18,Direct,CMP000032,18175.8,ACC000207,OPP000188
Ironwood Data - HubSpot-SFDC Integration,29373,Prospecting,2025-10-13,2025-07-21,Webinar,CMP000021,2937.3,ACC000089,OPP001288
Catalyst Dynamics 95 - Lifecycle Redesign,52216,Closed Lost,2025-10-30,2025-08-16,Referral,CMP000033,0.0,ACC000518,OPP000850
Signal Ops - HubSpot-SFDC Integration,30018,Prospecting,2026-08-07,2026-06-09,Partner,,3001.8,ACC000059,OPP001338
Signal Group - Reporting Build,262797,Demo,2026-04-28,2025-12-23,Paid Search,CMP000013,105118.8,ACC000033,OPP001629
Ironwood Health 54 - Reporting Build,59981,Discovery,2026-03-05,2025-09-12,Organic Search,CMP000002,14995.25,ACC000535,OPP000257
Atlas Cloud - RevOps Retainer,44988,Demo,2026-10-12,2026-05-14,Event,CMP000023,17995.2,ACC000324,OPP001620
Clearpath Health 91 - CRM Cleanup,12377,Demo,2025-08-29,2025-07-23,Direct,CMP000024,4950.8,ACC000637,OPP000370
Clearpath Systems - HubSpot-SFDC Integration,12879,Negotiation,2026-07-28,2026-03-23,Outbound,CMP000016,9659.25,ACC000223,OPP001218
Northstar Works 5 - HubSpot-SFDC Integration,54399,Prospecting,2025-11-24,2025-08-15,Referral,CMP000030,5439.9,ACC000137,OPP000901
Keystone Software 93 - Reporting Build,42411,Prospecting,2026-05-05,2026-03-27,Event,CMP000015,4241.1,ACC000065,OPP001006
Signal Solutions - RevOps Retainer,14492,Demo,2025-09-18,2025-07-09,Webinar,CMP000024,5796.8,ACC000055,OPP000772
Keystone Networks 89 - Lifecycle Redesign,105940,Closed Lost,2026-06-22,2026-05-08,Webinar,CMP000021,0.0,ACC000350,OPP000378
Meridian Platform 77 - Reporting Build,33598,Closed Won,2025-07-19,2025-04-27,LinkedIn,CMP000030,33598.0,ACC000623,OPP001498
Meridian Platform 48 - RevOps Retainer,11622,Closed Won,2026-04-26,2026-03-28,Outbound,CMP000010,11622.0,ACC000597,OPP000176
Catalyst Markets - Lifecycle Redesign,650000,Proposal,2026-10-14,2026-05-20,Outbound,CMP000009,390000.0,ACC000504,OPP001405
Nova Group - RevOps Retainer,35395,Discovery,2025-05-29,2025-04-22,Outbound,CMP000002,8848.75,ACC000057,OPP001243
Bright Systems 91 - HubSpot-SFDC Integration,51498,Discovery,2026-01-21,2025-10-15,Paid Search,CMP000026,12874.5,ACC000343,OPP000755
Signal Data 41 - Lifecycle Redesign,95049,Discovery,2025-06-21,2025-01-20,Direct,CMP000034,23762.25,ACC000439,OPP000741
Atlas Networks - CRM Cleanup,59213,Demo,2025-06-17,2025-04-12,Webinar,CMP000026,23685.2,ACC000250,OPP001524
Summit Works 32 - RevOps Retainer,51889,Discovery,2025-09-20,2025-09-05,Event,CMP000027,12972.25,ACC000224,OPP000241
Pioneer Platform 96 - RevOps Retainer,210326,Discovery,2026-03-17,2025-10-16,Event,,52581.5,ACC000616,OPP001371
Meridian Labs 60 - CRM Cleanup,295497,Proposal,2026-09-18,2026-06-07,Referral,CMP000002,177298.2,ACC000118,OPP000290
Apex Dynamics - Reporting Build,55003,Proposal,2026-09-30,2026-04-24,Event,CMP000036,33001.8,ACC000387,OPP000221
Apex Dynamics 7 - Lead Routing,7512,Demo,2025-04-26,2025-03-17,Outbound,CMP000025,3004.8,ACC000425,OPP000034
Clearpath Intelligence 13 - HubSpot-SFDC Integration,59699,Proposal,2026-05-11,2026-02-25,Partner,CMP000015,35819.4,ACC000326,OPP000113
Keystone Systems 68 - RevOps Retainer,37778,Demo,2026-04-26,2026-03-14,Content Download,CMP000016,15111.2,ACC000555,OPP000483
Nimbus Data - RevOps Retainer,132428,Discovery,2025-12-19,2025-08-03,Outbound,CMP000032,33107.0,ACC000141,OPP001086
Catalyst Systems - RevOps Retainer,31778,Closed Lost,2025-12-10,2025-10-08,Content Download,CMP000035,0.0,ACC000221,OPP001275
Nimbus Ops 79 - HubSpot-SFDC Integration,35620,Proposal,2026-07-30,2026-06-07,Event,CMP000033,21372.0,ACC000489,OPP000344
BluePeak Software 47 - HubSpot-SFDC Integration,24606,Closed Lost,2025-07-04,2025-04-06,Direct,CMP000019,0.0,ACC000525,OPP000027
Cobalt Solutions - CRM Cleanup,27877,Closed Won,2026-05-10,2026-02-14,Organic Search,CMP000021,27877.0,ACC000090,OPP001451
Cobalt Analytics 22 - CRM Cleanup,214134,Discovery,2026-02-06,2025-09-08,Partner,CMP000035,53533.5,ACC000650,OPP000224
Apex Solutions 9 - Reporting Build,48602,Prospecting,2026-04-01,2026-01-09,LinkedIn,CMP000034,4860.2,ACC000452,OPP000324
Keystone Platform 69 - Reporting Build,30864,Proposal,2026-05-05,2026-04-09,Partner,CMP000023,18518.4,ACC000194,OPP000383
Summit Dynamics - Lead Routing,267355,Negotiation,2026-03-21,2025-11-21,Direct,CMP000017,200516.25,ACC000022,OPP000758
Clearpath Labs - Lead Routing,5000,Proposal,2026-05-22,2026-01-30,Referral,CMP000025,3000.0,ACC000243,OPP001047
Cobalt Software 99 - Lifecycle Redesign,128359,Closed Lost,2026-08-25,2026-05-01,Content Download,CMP000030,0.0,ACC000327,OPP000066
BluePeak Health - Reporting Build,14948,Prospecting,2025-04-09,2025-02-21,Organic Search,CMP000030,1494.8,ACC000007,OPP001112
Nova Cloud 74 - Lead Routing,54209,Demo,2026-05-08,2026-03-18,LinkedIn,CMP000020,21683.6,ACC000399,OPP000102
Northstar Works - Reporting Build,13961,Demo,2026-07-27,2026-05-19,Paid Search,CMP000010,5584.4,ACC000440,OPP000146
Atlas Health - Reporting Build,53005,Negotiation,2025-09-28,2025-08-15,Webinar,CMP000028,39753.75,ACC000086,OPP001256
Nova Networks 81 - Lifecycle Redesign,115625,Closed Won,2026-10-19,2026-05-09,Webinar,CMP000017,115625.0,ACC000193,OPP000596
Clearpath Networks 24 - RevOps Retainer,18444,Closed Won,2026-03-22,2025-12-14,Direct,CMP000024,18444.0,ACC000593,OPP001294
Vertex Labs - Lifecycle Redesign,40537,Prospecting,2026-09-19,2026-05-13,Outbound,CMP000004,4053.7,ACC000557,OPP000044
Clearpath Group 57 - HubSpot-SFDC Integration,87031,Closed Lost,2026-02-26,2025-09-06,Referral,CMP000009,0.0,ACC000360,OPP000185
Catalyst Markets - HubSpot-SFDC Integration,81184,Prospecting,2026-02-25,2025-11-16,Outbound,CMP000029,8118.4,ACC000504,OPP000883
Apex Works 74 - Reporting Build,63936,Closed Won,2025-06-15,2025-03-04,LinkedIn,CMP000011,63936.0,ACC000295,OPP000533
Cobalt Platform 66 - Lead Routing,266019,Demo,2026-08-20,2026-02-04,Referral,CMP000034,106407.6,ACC000272,OPP001323
Atlas Markets 26 - RevOps Retainer,76847,Negotiation,2025-11-14,2025-08-20,Partner,CMP000036,57635.25,ACC000215,OPP000137
Signal Analytics - Reporting Build,95709,Prospecting,2025-12-17,2025-10-02,Organic Search,CMP000027,9570.9,ACC000085,OPP000665
BluePeak Health 97 - HubSpot-SFDC Integration,17251,Closed Won,2025-01-31,2025-01-05,Referral,CMP000036,17251.0,ACC000166,OPP001196
Evergreen Networks 48 - Reporting Build,113959,Demo,2025-06-10,2025-03-18,Partner,CMP000028,45583.6,ACC000379,OPP000771
Bright Ops 12 - HubSpot-SFDC Integration,229397,Closed Lost,2025-06-27,2025-01-16,LinkedIn,CMP000026,0.0,ACC000481,OPP001507
Atlas Cloud 74 - HubSpot-SFDC Integration,51110,Proposal,2025-07-11,2025-03-24,Paid Search,CMP000013,30666.0,ACC000585,OPP001273
Nova Data - HubSpot-SFDC Integration,55950,Prospecting,2026-04-09,2026-02-11,Content Download,CMP000018,5595.0,ACC000307,OPP000515
Ironwood Networks - Lifecycle Redesign,20419,Closed Won,2025-05-26,2025-03-22,Partner,CMP000004,20419.0,ACC000012,OPP001538
Evergreen Systems - CRM Cleanup,157480,Closed Won,2026-03-15,2025-12-04,Organic Search,CMP000009,157480.0,ACC000025,OPP000619
Atlas Cloud - RevOps Retainer,109072,Prospecting,2025-05-16,2025-01-22,Referral,CMP000016,10907.2,ACC000324,OPP000105
Atlas Markets - Lifecycle Redesign,62093,Closed Won,2025-09-20,2025-08-09,Paid Search,CMP000030,62093.0,ACC000362,OPP000042
Clearpath Intelligence - RevOps Retainer,49624,Negotiation,2026-06-19,2026-05-03,Event,CMP000014,37218.0,ACC000050,OPP000844
Ironwood Health 54 - Lead Routing,40694,Proposal,2025-09-10,2025-06-02,Content Download,CMP000016,24416.4,ACC000535,OPP001518
Evergreen Analytics 41 - Lifecycle Redesign,57981,Demo,2026-07-05,2026-01-03,Paid Search,CMP000002,23192.4,ACC000580,OPP001512
Cobalt Systems - CRM Cleanup,106185,Closed Lost,2026-07-06,2026-04-27,LinkedIn,CMP000025,0.0,ACC000413,OPP000227
Summit Markets 10 - Lead Routing,229979,Discovery,2026-03-26,2025-12-05,Organic Search,CMP000029,57494.75,ACC000500,OPP000282
Cobalt Dynamics 35 - HubSpot-SFDC Integration,303528,Prospecting,2026-09-26,2026-05-17,Content Download,CMP000026,30352.8,ACC000110,OPP000895
BluePeak Software 47 - Lead Routing,5000,Closed Lost,2025-05-22,2025-04-29,Paid Search,CMP000030,0.0,ACC000525,OPP000747
Nimbus Markets 25 - Lifecycle Redesign,163233,Prospecting,2026-05-30,2026-01-31,Paid Search,CMP000004,16323.3,ACC000635,OPP001299
Signal Solutions 98 - Lifecycle Redesign,12172,Discovery,2025-05-28,2025-01-30,Outbound,CMP000036,3043.0,ACC000556,OPP001569
Cobalt Data - Reporting Build,13749,Discovery,2025-05-28,2025-04-05,Paid Search,CMP000004,3437.25,ACC000024,OPP000295
Northstar Markets - CRM Cleanup,72548,Negotiation,2026-06-24,2026-03-19,LinkedIn,CMP000007,54411.0,ACC000237,OPP000564
Keystone Software 93 - CRM Cleanup,81683,Closed Won,2025-12-30,2025-08-09,Organic Search,CMP000005,81683.0,ACC000065,OPP000677
Clearpath Intelligence 13 - HubSpot-SFDC Integration,43162,Demo,2026-07-25,2026-03-03,Outbound,CMP000030,17264.8,ACC000326,OPP000634
Cobalt Platform 66 - HubSpot-SFDC Integration,127941,Discovery,2025-07-24,2025-02-23,Referral,CMP000012,31985.25,ACC000272,OPP001552
Evergreen Networks 48 - Lead Routing,33326,Demo,2025-04-21,2025-02-14,Direct,CMP000003,13330.4,ACC000379,OPP000532
Bright Systems 91 - Reporting Build,46937,Closed Lost,2026-05-06,2026-02-26,Paid Search,CMP000029,0.0,ACC000343,OPP001505
Vertex Labs 77 - CRM Cleanup,15634,Closed Lost,2026-05-21,2026-03-13,Webinar,CMP000011,0.0,ACC000175,OPP000340
Northstar Data - Reporting Build,42011,Negotiation,2025-09-04,2025-03-30,Content Download,CMP000027,31508.25,ACC000006,OPP000707
Keystone Cloud - HubSpot-SFDC Integration,98657,Closed Lost,2025-08-17,2025-04-23,Referral,CMP000024,0.0,ACC000325,OPP000128
Catalyst Intelligence 52 - Lead Routing,94138,Proposal,2025-08-25,2025-04-21,Referral,CMP000020,56482.8,ACC000441,OPP000642
Atlas Systems - RevOps Retainer,141958,Closed Lost,2025-08-14,2025-07-10,Webinar,CMP000031,0.0,ACC000037,OPP001585
Signal Cloud 71 - CRM Cleanup,42029,Discovery,2025-11-21,2025-08-09,Referral,CMP000020,10507.25,ACC000149,OPP000928
Vertex Networks 66 - Reporting Build,74450,Negotiation,2025-08-16,2025-06-11,Webinar,,55837.5,ACC000553,OPP001239
Summit Systems - Lifecycle Redesign,39158,Demo,2026-02-15,2026-01-19,Content Download,CMP000004,15663.2,ACC000084,OPP001604
Cobalt Works - HubSpot-SFDC Integration,86497,Discovery,2026-03-27,2025-12-25,Content Download,CMP000001,21624.25,ACC000095,OPP001317
Evergreen Intelligence - Lifecycle Redesign,153707,Closed Lost,2025-05-19,2025-01-17,Event,CMP000020,0.0,ACC000274,OPP000529
Nova Intelligence 92 - HubSpot-SFDC Integration,116939,Prospecting,2026-06-26,2026-03-24,Direct,CMP000025,11693.9,ACC000249,OPP000475
Catalyst Labs 53 - RevOps Retainer,53979,Demo,2026-07-28,2026-04-29,LinkedIn,CMP000023,21591.6,ACC000428,OPP000887
Nimbus Markets - CRM Cleanup,224303,Prospecting,2026-01-03,2025-09-22,Outbound,CMP000001,22430.3,ACC000040,OPP000889
Cobalt Dynamics - Reporting Build,79550,Closed Lost,2025-07-10,2025-02-22,Partner,CMP000015,0.0,ACC000606,OPP001151
Summit Platform 29 - Lifecycle Redesign,31184,Closed Lost,2026-01-08,2025-09-01,Outbound,,0.0,ACC000547,OPP000614
Meridian Intelligence - Reporting Build,8459,Prospecting,2025-04-25,2025-03-02,Webinar,CMP000006,845.9,ACC000220,OPP001075
Nimbus Data 29 - Lead Routing,108872,Prospecting,2026-08-08,2026-05-13,Partner,CMP000034,10887.2,ACC000247,OPP000281
Vertex Data 36 - HubSpot-SFDC Integration,37330,Closed Lost,2026-05-21,2026-03-26,Organic Search,CMP000025,0.0,ACC000296,OPP000033
Ironwood Software - HubSpot-SFDC Integration,298364,Negotiation,2026-05-23,2026-01-07,Outbound,CMP000032,223773.0,ACC000092,OPP001019
Pioneer Solutions - Reporting Build,125821,Closed Lost,2025-12-02,2025-08-18,Referral,CMP000007,0.0,ACC000353,OPP000526
Northstar Networks 48 - HubSpot-SFDC Integration,384575,Proposal,2026-02-09,2025-11-11,Direct,CMP000031,230745.0,ACC000600,OPP000775
Cobalt Works - Lifecycle Redesign,28269,Demo,2025-06-18,2025-03-23,Direct,CMP000002,11307.6,ACC000095,OPP001031
Apex Networks - Reporting Build,194401,Closed Lost,2026-07-26,2026-04-23,Webinar,CMP000034,0.0,ACC000246,OPP000779
Pioneer Ops 94 - HubSpot-SFDC Integration,137223,Negotiation,2026-09-30,2026-05-23,Webinar,CMP000030,102917.25,ACC000176,OPP000406
Vertex Health 3 - RevOps Retainer,26738,Prospecting,2025-05-04,2025-02-15,Outbound,CMP000032,2673.8,ACC000443,OPP001424
Keystone Software - Reporting Build,81119,Closed Won,2025-11-08,2025-08-06,Paid Search,CMP000024,81119.0,ACC000401,OPP001364
Atlas Platform 18 - HubSpot-SFDC Integration,121262,Closed Lost,2025-12-14,2025-10-07,Direct,CMP000030,0.0,ACC000208,OPP000384
Evergreen Group 93 - Lifecycle Redesign,332980,Discovery,2026-05-25,2025-12-09,Webinar,CMP000024,83245.0,ACC000552,OPP001132
Catalyst Solutions 70 - Reporting Build,60892,Demo,2025-07-17,2025-03-27,Organic Search,CMP000026,24356.8,ACC000453,OPP001352
Pioneer Markets - Lifecycle Redesign,61633,Demo,2025-07-08,2025-03-29,Event,CMP000006,24653.2,ACC000554,OPP001370
Evergreen Markets 21 - Lifecycle Redesign,50714,Negotiation,2025-12-04,2025-09-10,Paid Search,CMP000036,38035.5,ACC000472,OPP000511
Apex Data - Lifecycle Redesign,30921,Closed Won,2025-08-14,2025-06-04,Webinar,CMP000014,30921.0,ACC000511,OPP000056
Pioneer Platform - Lead Routing,36906,Proposal,2025-02-03,2025-01-09,Webinar,CMP000025,22143.6,ACC000052,OPP000860
Signal Markets 96 - CRM Cleanup,45235,Proposal,2026-07-06,2026-05-06,Organic Search,CMP000003,27141.0,ACC000632,OPP000217
Evergreen Group - Lifecycle Redesign,164728,Proposal,2026-09-02,2026-05-25,LinkedIn,CMP000015,98836.8,ACC000283,OPP000396
Apex Markets - Lead Routing,83551,Demo,2026-08-10,2026-04-25,Content Download,CMP000026,33420.4,ACC000260,OPP001238
Catalyst Labs - RevOps Retainer,14079,Discovery,2025-03-11,2025-02-17,Direct,CMP000025,3519.75,ACC000010,OPP000656
Atlas Data 24 - Reporting Build,21298,Prospecting,2025-05-31,2025-04-29,Event,,2129.8,ACC000561,OPP000885
Apex Analytics - CRM Cleanup,131200,Proposal,2026-10-14,2026-06-02,Referral,CMP000035,78720.0,ACC000182,OPP000499
Clearpath Intelligence 41 - Reporting Build,102532,Proposal,2026-07-30,2026-01-07,Paid Search,CMP000004,61519.2,ACC000330,OPP000422
Apex Group 61 - CRM Cleanup,137023,Prospecting,2026-09-14,2026-06-05,LinkedIn,,13702.3,ACC000563,OPP001257
Clearpath Networks 31 - HubSpot-SFDC Integration,44554,Prospecting,2026-02-03,2025-11-26,Referral,CMP000018,4455.4,ACC000599,OPP000435
Nova Works 39 - Lead Routing,5641,Closed Won,2025-12-01,2025-09-01,Direct,CMP000017,5641.0,ACC000393,OPP001429
Northstar Markets - CRM Cleanup,42826,Closed Lost,2025-07-01,2025-05-12,Content Download,CMP000028,0.0,ACC000237,OPP000067
Pioneer Ops 94 - Lead Routing,110845,Closed Won,2026-02-03,2025-10-13,Referral,CMP000026,110845.0,ACC000176,OPP000329
Keystone Dynamics 63 - CRM Cleanup,73618,Discovery,2026-02-19,2025-11-09,Outbound,CMP000019,18404.5,ACC000537,OPP000208
Vertex Ops 27 - RevOps Retainer,67332,Negotiation,2026-05-10,2026-04-01,Paid Search,CMP000016,50499.0,ACC000449,OPP001622
Vertex Dynamics 65 - Lifecycle Redesign,52973,Discovery,2026-06-21,2026-01-26,Webinar,CMP000018,13243.25,ACC000251,OPP001175
Meridian Dynamics - Lead Routing,154377,Negotiation,2026-05-23,2026-02-10,Event,CMP000035,115782.75,ACC000140,OPP000871
Evergreen Data - RevOps Retainer,118699,Discovery,2026-06-16,2026-03-13,Webinar,CMP000006,29674.75,ACC000073,OPP001643
Catalyst Dynamics 59 - Reporting Build,12449,Closed Won,2025-01-26,2025-01-11,Content Download,,12449.0,ACC000370,OPP001472
Vertex Systems 29 - Lifecycle Redesign,47916,Demo,2025-06-15,2025-01-17,LinkedIn,CMP000021,19166.4,ACC000337,OPP000698
Cobalt Health - CRM Cleanup,95604,Closed Won,2025-08-15,2025-05-03,Partner,CMP000021,95604.0,ACC000317,OPP000258
Cobalt Labs 40 - CRM Cleanup,36794,Prospecting,2025-09-16,2025-07-03,Content Download,CMP000006,3679.4,ACC000516,OPP001641
Vertex Platform - Lifecycle Redesign,119901,Closed Won,2026-08-01,2026-03-31,Partner,CMP000011,119901.0,ACC000346,OPP000436
Summit Markets 10 - RevOps Retainer,112598,Closed Lost,2025-12-23,2025-07-22,Organic Search,CMP000017,0.0,ACC000500,OPP000881
Summit Platform 29 - Reporting Build,84884,Proposal,2025-11-01,2025-09-02,Partner,CMP000008,50930.4,ACC000547,OPP000657
Keystone Ops - RevOps Retainer,125529,Closed Won,2026-03-02,2025-11-03,Content Download,CMP000029,125529.0,ACC000609,OPP000130
Bright Labs - Lifecycle Redesign,85942,Closed Won,2026-06-09,2026-03-17,Outbound,CMP000003,85942.0,ACC000029,OPP000407
Ironwood Health 54 - CRM Cleanup,70565,Prospecting,2025-07-08,2025-03-23,Webinar,CMP000002,7056.5,ACC000535,OPP000865
Meridian Ops - CRM Cleanup,233775,Discovery,2026-06-15,2026-01-03,Webinar,CMP000005,58443.75,ACC000216,OPP000852
Catalyst Intelligence - Lifecycle Redesign,190567,Demo,2025-09-03,2025-03-04,Webinar,CMP000020,76226.8,ACC000464,OPP000460
Evergreen Group - Reporting Build,75697,Prospecting,2025-09-17,2025-05-16,LinkedIn,CMP000006,7569.7,ACC000283,OPP001004
Keystone Group - HubSpot-SFDC Integration,16934,Prospecting,2025-03-03,2025-02-16,Referral,CMP000002,1693.4,ACC000058,OPP001495
Catalyst Cloud 14 - HubSpot-SFDC Integration,25427,Discovery,2025-06-12,2025-03-13,Organic Search,,6356.75,ACC000265,OPP001593
Meridian Software 78 - RevOps Retainer,198373,Demo,2026-07-06,2026-03-29,Direct,CMP000021,79349.2,ACC000126,OPP000934
Nimbus Platform 85 - HubSpot-SFDC Integration,28737,Proposal,2025-06-13,2025-03-27,Webinar,CMP000001,17242.2,ACC000485,OPP000981
Evergreen Markets 98 - Lead Routing,107669,Demo,2026-10-05,2026-06-03,Referral,CMP000030,43067.6,ACC000304,OPP000123
Meridian Labs 56 - Lead Routing,23384,Closed Won,2026-01-31,2025-12-08,Event,CMP000017,23384.0,ACC000562,OPP001005
