External Opportunity ID,External Account ID,Opportunity Name,Created Date,Close Date,Salesforce Stage Suggested,Original Stage,Amount,Probability,Expected Revenue,Owner External ID,Lead Source,Primary Campaign External ID,Forecast Category,Next Step,Days in Current Stage,Is Stale
OPP000741,ACC000439,Signal Data 41 - Lifecycle Redesign,2025-01-20,2025-06-21,Discovery,Discovery,95049,0.25,23762.25,USR000009,Direct,CMP000034,Commit,No next step logged,23,True
OPP001524,ACC000250,Atlas Networks - CRM Cleanup,2025-04-12,2025-06-17,Demo,Demo,59213,0.4,23685.2,USR000019,Webinar,CMP000026,Best Case,Schedule discovery,38,False
OPP000241,ACC000224,Summit Works 32 - RevOps Retainer,2025-09-05,2025-09-20,Discovery,Discovery,51889,0.25,12972.25,USR000018,Event,CMP000027,Pipeline,Technical scoping,18,False
OPP001371,ACC000616,Pioneer Platform 96 - RevOps Retainer,2025-10-16,2026-03-17,Discovery,Discovery,210326,0.25,52581.5,USR000009,Event,,Pipeline,Legal review,20,False
OPP000290,ACC000118,Meridian Labs 60 - CRM Cleanup,2026-06-07,2026-09-18,Proposal,Proposal,295497,0.6,177298.2,USR000007,Referral,CMP000002,Pipeline,Schedule discovery,21,False
OPP000221,ACC000387,Apex Dynamics - Reporting Build,2026-04-24,2026-09-30,Proposal,Proposal,55003,0.6,33001.8,USR000018,Event,CMP000036,Commit,Send proposal,27,False
OPP000034,ACC000425,Apex Dynamics 7 - Lead Routing,2025-03-17,2025-04-26,Demo,Demo,7512,0.4,3004.8,USR000014,Outbound,CMP000025,Pipeline,No next step logged,31,True
OPP000113,ACC000326,Clearpath Intelligence 13 - HubSpot-SFDC Integration,2026-02-25,2026-05-11,Proposal,Proposal,59699,0.6,35819.4,USR000027,Partner,CMP000015,Best Case,Executive follow-up,34,False
OPP000483,ACC000555,Keystone Systems 68 - RevOps Retainer,2026-03-14,2026-04-26,Demo,Demo,37778,0.4,15111.2,USR000010,Content Download,CMP000016,Commit,Schedule discovery,19,False
OPP001086,ACC000141,Nimbus Data - RevOps Retainer,2025-08-03,2025-12-19,Discovery,Discovery,132428,0.25,33107.0,USR000010,Outbound,CMP000032,Commit,Legal review,46,True
OPP001275,ACC000221,Catalyst Systems - RevOps Retainer,2025-10-08,2025-12-10,Closed Lost,Closed Lost,31778,0.0,0.0,USR000021,Content Download,CMP000035,Closed,,26,False
OPP000344,ACC000489,Nimbus Ops 79 - HubSpot-SFDC Integration,2026-06-07,2026-07-30,Proposal,Proposal,35620,0.6,21372.0,USR000022,Event,CMP000033,Best Case,Executive follow-up,27,False
OPP000027,ACC000525,BluePeak Software 47 - HubSpot-SFDC Integration,2025-04-06,2025-07-04,Closed Lost,Closed Lost,24606,0.0,0.0,USR000019,Direct,CMP000019,Closed,,31,False
OPP001451,ACC000090,Cobalt Solutions - CRM Cleanup,2026-02-14,2026-05-10,Closed Won,Closed Won,27877,1.0,27877.0,USR000023,Organic Search,CMP000021,Closed,,46,False
OPP000224,ACC000650,Cobalt Analytics 22 - CRM Cleanup,2025-09-08,2026-02-06,Discovery,Discovery,214134,0.25,53533.5,USR000011,Partner,CMP000035,Best Case,Technical scoping,30,False
OPP000324,ACC000452,Apex Solutions 9 - Reporting Build,2026-01-09,2026-04-01,Prospecting,Prospecting,48602,0.1,4860.2,USR000014,LinkedIn,CMP000034,Commit,Technical scoping,15,False
OPP000383,ACC000194,Keystone Platform 69 - Reporting Build,2026-04-09,2026-05-05,Proposal,Proposal,30864,0.6,18518.4,USR000010,Partner,CMP000023,Commit,Legal review,31,False
OPP000758,ACC000022,Summit Dynamics - Lead Routing,2025-11-21,2026-03-21,Negotiation,Negotiation,267355,0.75,200516.25,USR000027,Direct,CMP000017,Commit,Legal review,35,False
OPP001047,ACC000243,Clearpath Labs - Lead Routing,2026-01-30,2026-05-22,Proposal,Proposal,5000,0.6,3000.0,USR000014,Referral,CMP000025,Pipeline,Technical scoping,33,False
OPP000066,ACC000327,Cobalt Software 99 - Lifecycle Redesign,2026-05-01,2026-08-25,Closed Lost,Closed Lost,128359,0.0,0.0,USR000011,Content Download,CMP000030,Closed,,23,False
OPP001112,ACC000007,BluePeak Health - Reporting Build,2025-02-21,2025-04-09,Prospecting,Prospecting,14948,0.1,1494.8,USR000022,Organic Search,CMP000030,Commit,Send proposal,10,False
OPP000102,ACC000399,Nova Cloud 74 - Lead Routing,2026-03-18,2026-05-08,Demo,Demo,54209,0.4,21683.6,USR000010,LinkedIn,CMP000020,Commit,Send proposal,52,True
OPP000146,ACC000440,Northstar Works - Reporting Build,2026-05-19,2026-07-27,Demo,Demo,13961,0.4,5584.4,USR000022,Paid Search,CMP000010,Commit,Send proposal,69,True
OPP001256,ACC000086,Atlas Health - Reporting Build,2025-08-15,2025-09-28,Negotiation,Negotiation,53005,0.75,39753.75,USR000011,Webinar,CMP000028,Best Case,Send proposal,64,True
OPP000596,ACC000193,Nova Networks 81 - Lifecycle Redesign,2026-05-09,2026-10-19,Closed Won,Closed Won,115625,1.0,115625.0,USR000011,Webinar,CMP000017,Closed,,21,False
OPP001294,ACC000593,Clearpath Networks 24 - RevOps Retainer,2025-12-14,2026-03-22,Closed Won,Closed Won,18444,1.0,18444.0,USR000022,Direct,CMP000024,Closed,,14,False
OPP000044,ACC000557,Vertex Labs - Lifecycle Redesign,2026-05-13,2026-09-19,Prospecting,Prospecting,40537,0.1,4053.7,USR000022,Outbound,CMP000004,Best Case,Technical scoping,17,False
OPP000185,ACC000360,Clearpath Group 57 - HubSpot-SFDC Integration,2025-09-06,2026-02-26,Closed Lost,Closed Lost,87031,0.0,0.0,USR000022,Referral,CMP000009,Closed,,25,False
OPP000883,ACC000504,Catalyst Markets - HubSpot-SFDC Integration,2025-11-16,2026-02-25,Prospecting,Prospecting,81184,0.1,8118.4,USR000018,Outbound,CMP000029,Pipeline,Schedule discovery,121,True
OPP000533,ACC000295,Apex Works 74 - Reporting Build,2025-03-04,2025-06-15,Closed Won,Closed Won,63936,1.0,63936.0,USR000011,LinkedIn,CMP000011,Closed,,48,False
OPP001323,ACC000272,Cobalt Platform 66 - Lead Routing,2026-02-04,2026-08-20,Demo,Demo,266019,0.4,106407.6,USR000014,Referral,CMP000034,Pipeline,Legal review,34,False
OPP000137,ACC000215,Atlas Markets 26 - RevOps Retainer,2025-08-20,2025-11-14,Negotiation,Negotiation,76847,0.75,57635.25,USR000019,Partner,CMP000036,Commit,No next step logged,4,True
OPP000665,ACC000085,Signal Analytics - Reporting Build,2025-10-02,2025-12-17,Prospecting,Prospecting,95709,0.1,9570.9,USR000009,Organic Search,CMP000027,Commit,Schedule discovery,52,True
OPP001196,ACC000166,BluePeak Health 97 - HubSpot-SFDC Integration,2025-01-05,2025-01-31,Closed Won,Closed Won,17251,1.0,17251.0,USR000018,Referral,CMP000036,Closed,,6,False
OPP000771,ACC000379,Evergreen Networks 48 - Reporting Build,2025-03-18,2025-06-10,Demo,Demo,113959,0.4,45583.6,USR000014,Partner,CMP000028,Commit,No next step logged,29,True
OPP001507,ACC000481,Bright Ops 12 - HubSpot-SFDC Integration,2025-01-16,2025-06-27,Closed Lost,Closed Lost,229397,0.0,0.0,USR000009,LinkedIn,CMP000026,Closed,,46,False
OPP001273,ACC000585,Atlas Cloud 74 - HubSpot-SFDC Integration,2025-03-24,2025-07-11,Proposal,Proposal,51110,0.6,30666.0,USR000018,Paid Search,CMP000013,Pipeline,Legal review,55,True
OPP000515,ACC000307,Nova Data - HubSpot-SFDC Integration,2026-02-11,2026-04-09,Prospecting,Prospecting,55950,0.1,5595.0,USR000009,Content Download,CMP000018,Commit,Legal review,67,True
OPP001538,ACC000012,Ironwood Networks - Lifecycle Redesign,2025-03-22,2025-05-26,Closed Won,Closed Won,20419,1.0,20419.0,USR000014,Partner,CMP000004,Closed,,49,False
OPP000619,ACC000025,Evergreen Systems - CRM Cleanup,2025-12-04,2026-03-15,Closed Won,Closed Won,157480,1.0,157480.0,USR000014,Organic Search,CMP000009,Closed,,35,False
OPP000105,ACC000324,Atlas Cloud - RevOps Retainer,2025-01-22,2025-05-16,Prospecting,Prospecting,109072,0.1,10907.2,USR000009,Referral,CMP000016,Pipeline,Send proposal,8,False
OPP000042,ACC000362,Atlas Markets - Lifecycle Redesign,2025-08-09,2025-09-20,Closed Won,Closed Won,62093,1.0,62093.0,USR000011,Paid Search,CMP000030,Closed,,14,False
OPP000844,ACC000050,Clearpath Intelligence - RevOps Retainer,2026-05-03,2026-06-19,Negotiation,Negotiation,49624,0.75,37218.0,USR000021,Event,CMP000014,Commit,Technical scoping,30,False
OPP001518,ACC000535,Ironwood Health 54 - Lead Routing,2025-06-02,2025-09-10,Proposal,Proposal,40694,0.6,24416.4,USR000005,Content Download,CMP000016,Commit,Legal review,40,False
OPP001512,ACC000580,Evergreen Analytics 41 - Lifecycle Redesign,2026-01-03,2026-07-05,Demo,Demo,57981,0.4,23192.4,USR000018,Paid Search,CMP000002,Commit,Legal review,54,True
OPP000227,ACC000413,Cobalt Systems - CRM Cleanup,2026-04-27,2026-07-06,Closed Lost,Closed Lost,106185,0.0,0.0,USR000005,LinkedIn,CMP000025,Closed,,5,False
OPP000282,ACC000500,Summit Markets 10 - Lead Routing,2025-12-05,2026-03-26,Discovery,Discovery,229979,0.25,57494.75,USR000021,Organic Search,CMP000029,Best Case,Legal review,40,False
OPP000895,ACC000110,Cobalt Dynamics 35 - HubSpot-SFDC Integration,2026-05-17,2026-09-26,Prospecting,Prospecting,303528,0.1,30352.8,USR000019,Content Download,CMP000026,Pipeline,No next step logged,43,True
OPP000747,ACC000525,BluePeak Software 47 - Lead Routing,2025-04-29,2025-05-22,Closed Lost,Closed Lost,5000,0.0,0.0,USR000011,Paid Search,CMP000030,Closed,,7,False
OPP001299,ACC000635,Nimbus Markets 25 - Lifecycle Redesign,2026-01-31,2026-05-30,Prospecting,Prospecting,163233,0.1,16323.3,USR000018,Paid Search,CMP000004,Best Case,Executive follow-up,56,True
OPP001569,ACC000556,Signal Solutions 98 - Lifecycle Redesign,2025-01-30,2025-05-28,Discovery,Discovery,12172,0.25,3043.0,USR000018,Outbound,CMP000036,Pipeline,Send proposal,4,False
OPP000295,ACC000024,Cobalt Data - Reporting Build,2025-04-05,2025-05-28,Discovery,Discovery,13749,0.25,3437.25,USR000023,Paid Search,CMP000004,Best Case,Send proposal,23,False
OPP000564,ACC000237,Northstar Markets - CRM Cleanup,2026-03-19,2026-06-24,Negotiation,Negotiation,72548,0.75,54411.0,USR000010,LinkedIn,CMP000007,Commit,Schedule discovery,28,False
OPP000677,ACC000065,Keystone Software 93 - CRM Cleanup,2025-08-09,2025-12-30,Closed Won,Closed Won,81683,1.0,81683.0,USR000007,Organic Search,CMP000005,Closed,,23,False
OPP000634,ACC000326,Clearpath Intelligence 13 - HubSpot-SFDC Integration,2026-03-03,2026-07-25,Demo,Demo,43162,0.4,17264.8,USR000009,Outbound,CMP000030,Best Case,Send proposal,66,True
OPP001552,ACC000272,Cobalt Platform 66 - HubSpot-SFDC Integration,2025-02-23,2025-07-24,Discovery,Discovery,127941,0.25,31985.25,USR000009,Referral,CMP000012,Pipeline,Technical scoping,4,False
OPP000532,ACC000379,Evergreen Networks 48 - Lead Routing,2025-02-14,2025-04-21,Demo,Demo,33326,0.4,13330.4,USR000010,Direct,CMP000003,Best Case,Legal review,10,False
OPP001505,ACC000343,Bright Systems 91 - Reporting Build,2026-02-26,2026-05-06,Closed Lost,Closed Lost,46937,0.0,0.0,USR000014,Paid Search,CMP000029,Closed,,52,False
OPP000340,ACC000175,Vertex Labs 77 - CRM Cleanup,2026-03-13,2026-05-21,Closed Lost,Closed Lost,15634,0.0,0.0,USR000027,Webinar,CMP000011,Closed,,11,False
OPP000707,ACC000006,Northstar Data - Reporting Build,2025-03-30,2025-09-04,Negotiation,Negotiation,42011,0.75,31508.25,USR000023,Content Download,CMP000027,Best Case,No next step logged,18,True
OPP000128,ACC000325,Keystone Cloud - HubSpot-SFDC Integration,2025-04-23,2025-08-17,Closed Lost,Closed Lost,98657,0.0,0.0,USR000018,Referral,CMP000024,Closed,,22,False
OPP000642,ACC000441,Catalyst Intelligence 52 - Lead Routing,2025-04-21,2025-08-25,Proposal,Proposal,94138,0.6,56482.8,USR000007,Referral,CMP000020,Commit,Legal review,56,True
OPP001585,ACC000037,Atlas Systems - RevOps Retainer,2025-07-10,2025-08-14,Closed Lost,Closed Lost,141958,0.0,0.0,USR000011,Webinar,CMP000031,Closed,,17,False
OPP000928,ACC000149,Signal Cloud 71 - CRM Cleanup,2025-08-09,2025-11-21,Discovery,Discovery,42029,0.25,10507.25,USR000014,Referral,CMP000020,Best Case,Executive follow-up,119,True
OPP001239,ACC000553,Vertex Networks 66 - Reporting Build,2025-06-11,2025-08-16,Negotiation,Negotiation,74450,0.75,55837.5,USR000014,Webinar,,Pipeline,Executive follow-up,63,True
OPP001604,ACC000084,Summit Systems - Lifecycle Redesign,2026-01-19,2026-02-15,Demo,Demo,39158,0.4,15663.2,USR000011,Content Download,CMP000004,Best Case,Technical scoping,53,True
OPP001317,ACC000095,Cobalt Works - HubSpot-SFDC Integration,2025-12-25,2026-03-27,Discovery,Discovery,86497,0.25,21624.25,USR000014,Content Download,CMP000001,Commit,No next step logged,35,True
OPP000529,ACC000274,Evergreen Intelligence - Lifecycle Redesign,2025-01-17,2025-05-19,Closed Lost,Closed Lost,153707,0.0,0.0,USR000022,Event,CMP000020,Closed,,22,False
OPP000475,ACC000249,Nova Intelligence 92 - HubSpot-SFDC Integration,2026-03-24,2026-06-26,Prospecting,Prospecting,116939,0.1,11693.9,USR000007,Direct,CMP000025,Commit,Legal review,14,False
OPP000887,ACC000428,Catalyst Labs 53 - RevOps Retainer,2026-04-29,2026-07-28,Demo,Demo,53979,0.4,21591.6,USR000014,LinkedIn,CMP000023,Commit,No next step logged,18,True
OPP000889,ACC000040,Nimbus Markets - CRM Cleanup,2025-09-22,2026-01-03,Prospecting,Prospecting,224303,0.1,22430.3,USR000014,Outbound,CMP000001,Best Case,No next step logged,12,True
OPP001151,ACC000606,Cobalt Dynamics - Reporting Build,2025-02-22,2025-07-10,Closed Lost,Closed Lost,79550,0.0,0.0,USR000011,Partner,CMP000015,Closed,,21,False
OPP000614,ACC000547,Summit Platform 29 - Lifecycle Redesign,2025-09-01,2026-01-08,Closed Lost,Closed Lost,31184,0.0,0.0,USR000022,Outbound,,Closed,,31,False
OPP001075,ACC000220,Meridian Intelligence - Reporting Build,2025-03-02,2025-04-25,Prospecting,Prospecting,8459,0.1,845.9,USR000011,Webinar,CMP000006,Commit,No next step logged,71,True
OPP000281,ACC000247,Nimbus Data 29 - Lead Routing,2026-05-13,2026-08-08,Prospecting,Prospecting,108872,0.1,10887.2,USR000010,Partner,CMP000034,Commit,Executive follow-up,11,False
OPP000033,ACC000296,Vertex Data 36 - HubSpot-SFDC Integration,2026-03-26,2026-05-21,Closed Lost,Closed Lost,37330,0.0,0.0,USR000010,Organic Search,CMP000025,Closed,,80,False
OPP001019,ACC000092,Ironwood Software - HubSpot-SFDC Integration,2026-01-07,2026-05-23,Negotiation,Negotiation,298364,0.75,223773.0,USR000021,Outbound,CMP000032,Best Case,Legal review,71,True
OPP000526,ACC000353,Pioneer Solutions - Reporting Build,2025-08-18,2025-12-02,Closed Lost,Closed Lost,125821,0.0,0.0,USR000023,Referral,CMP000007,Closed,,58,False
OPP000775,ACC000600,Northstar Networks 48 - HubSpot-SFDC Integration,2025-11-11,2026-02-09,Proposal,Proposal,384575,0.6,230745.0,USR000018,Direct,CMP000031,Pipeline,Legal review,36,False
OPP001031,ACC000095,Cobalt Works - Lifecycle Redesign,2025-03-23,2025-06-18,Demo,Demo,28269,0.4,11307.6,USR000023,Direct,CMP000002,Pipeline,Legal review,54,True
OPP000779,ACC000246,Apex Networks - Reporting Build,2026-04-23,2026-07-26,Closed Lost,Closed Lost,194401,0.0,0.0,USR000009,Webinar,CMP000034,Closed,,59,False
OPP000406,ACC000176,Pioneer Ops 94 - HubSpot-SFDC Integration,2026-05-23,2026-09-30,Negotiation,Negotiation,137223,0.75,102917.25,USR000021,Webinar,CMP000030,Pipeline,No next step logged,26,True
OPP001424,ACC000443,Vertex Health 3 - RevOps Retainer,2025-02-15,2025-05-04,Prospecting,Prospecting,26738,0.1,2673.8,USR000005,Outbound,CMP000032,Commit,Legal review,14,False
OPP001364,ACC000401,Keystone Software - Reporting Build,2025-08-06,2025-11-08,Closed Won,Closed Won,81119,1.0,81119.0,USR000011,Paid Search,CMP000024,Closed,,28,False
OPP000384,ACC000208,Atlas Platform 18 - HubSpot-SFDC Integration,2025-10-07,2025-12-14,Closed Lost,Closed Lost,121262,0.0,0.0,USR000005,Direct,CMP000030,Closed,,40,False
OPP001132,ACC000552,Evergreen Group 93 - Lifecycle Redesign,2025-12-09,2026-05-25,Discovery,Discovery,332980,0.25,83245.0,USR000027,Webinar,CMP000024,Pipeline,Technical scoping,32,False
OPP001352,ACC000453,Catalyst Solutions 70 - Reporting Build,2025-03-27,2025-07-17,Demo,Demo,60892,0.4,24356.8,USR000011,Organic Search,CMP000026,Best Case,Send proposal,3,False
OPP001370,ACC000554,Pioneer Markets - Lifecycle Redesign,2025-03-29,2025-07-08,Demo,Demo,61633,0.4,24653.2,USR000009,Event,CMP000006,Best Case,No next step logged,37,True
OPP000511,ACC000472,Evergreen Markets 21 - Lifecycle Redesign,2025-09-10,2025-12-04,Negotiation,Negotiation,50714,0.75,38035.5,USR000023,Paid Search,CMP000036,Pipeline,Executive follow-up,23,False
OPP000056,ACC000511,Apex Data - Lifecycle Redesign,2025-06-04,2025-08-14,Closed Won,Closed Won,30921,1.0,30921.0,USR000010,Webinar,CMP000014,Closed,,41,False
OPP000860,ACC000052,Pioneer Platform - Lead Routing,2025-01-09,2025-02-03,Proposal,Proposal,36906,0.6,22143.6,USR000010,Webinar,CMP000025,Pipeline,No next step logged,12,True
OPP000217,ACC000632,Signal Markets 96 - CRM Cleanup,2026-05-06,2026-07-06,Proposal,Proposal,45235,0.6,27141.0,USR000022,Organic Search,CMP000003,Pipeline,Legal review,30,False
OPP000396,ACC000283,Evergreen Group - Lifecycle Redesign,2026-05-25,2026-09-02,Proposal,Proposal,164728,0.6,98836.8,USR000021,LinkedIn,CMP000015,Pipeline,Send proposal,22,False
OPP001238,ACC000260,Apex Markets - Lead Routing,2026-04-25,2026-08-10,Demo,Demo,83551,0.4,33420.4,USR000018,Content Download,CMP000026,Pipeline,Legal review,25,False
OPP000656,ACC000010,Catalyst Labs - RevOps Retainer,2025-02-17,2025-03-11,Discovery,Discovery,14079,0.25,3519.75,USR000010,Direct,CMP000025,Pipeline,Schedule discovery,21,False
OPP000885,ACC000561,Atlas Data 24 - Reporting Build,2025-04-29,2025-05-31,Prospecting,Prospecting,21298,0.1,2129.8,USR000018,Event,,Best Case,Legal review,2,False
OPP000499,ACC000182,Apex Analytics - CRM Cleanup,2026-06-02,2026-10-14,Proposal,Proposal,131200,0.6,78720.0,USR000011,Referral,CMP000035,Pipeline,Send proposal,28,False
OPP000422,ACC000330,Clearpath Intelligence 41 - Reporting Build,2026-01-07,2026-07-30,Proposal,Proposal,102532,0.6,61519.2,USR000005,Paid Search,CMP000004,Best Case,Executive follow-up,6,False
OPP001257,ACC000563,Apex Group 61 - CRM Cleanup,2026-06-05,2026-09-14,Prospecting,Prospecting,137023,0.1,13702.3,USR000010,LinkedIn,,Best Case,Technical scoping,30,False
OPP000435,ACC000599,Clearpath Networks 31 - HubSpot-SFDC Integration,2025-11-26,2026-02-03,Prospecting,Prospecting,44554,0.1,4455.4,USR000009,Referral,CMP000018,Best Case,Legal review,45,False
OPP001429,ACC000393,Nova Works 39 - Lead Routing,2025-09-01,2025-12-01,Closed Won,Closed Won,5641,1.0,5641.0,USR000005,Direct,CMP000017,Closed,,8,False
OPP000067,ACC000237,Northstar Markets - CRM Cleanup,2025-05-12,2025-07-01,Closed Lost,Closed Lost,42826,0.0,0.0,USR000011,Content Download,CMP000028,Closed,,30,False
OPP000329,ACC000176,Pioneer Ops 94 - Lead Routing,2025-10-13,2026-02-03,Closed Won,Closed Won,110845,1.0,110845.0,USR000011,Referral,CMP000026,Closed,,23,False
OPP000208,ACC000537,Keystone Dynamics 63 - CRM Cleanup,2025-11-09,2026-02-19,Discovery,Discovery,73618,0.25,18404.5,USR000010,Outbound,CMP000019,Commit,Schedule discovery,55,True
OPP001622,ACC000449,Vertex Ops 27 - RevOps Retainer,2026-04-01,2026-05-10,Negotiation,Negotiation,67332,0.75,50499.0,USR000009,Paid Search,CMP000016,Pipeline,Executive follow-up,34,False
OPP001175,ACC000251,Vertex Dynamics 65 - Lifecycle Redesign,2026-01-26,2026-06-21,Discovery,Discovery,52973,0.25,13243.25,USR000023,Webinar,CMP000018,Best Case,Send proposal,16,False
OPP000871,ACC000140,Meridian Dynamics - Lead Routing,2026-02-10,2026-05-23,Negotiation,Negotiation,154377,0.75,115782.75,USR000005,Event,CMP000035,Pipeline,Legal review,39,False
OPP001643,ACC000073,Evergreen Data - RevOps Retainer,2026-03-13,2026-06-16,Discovery,Discovery,118699,0.25,29674.75,USR000007,Webinar,CMP000006,Pipeline,No next step logged,24,True
OPP001472,ACC000370,Catalyst Dynamics 59 - Reporting Build,2025-01-11,2025-01-26,Closed Won,Closed Won,12449,1.0,12449.0,USR000007,Content Download,,Closed,,31,False
OPP000698,ACC000337,Vertex Systems 29 - Lifecycle Redesign,2025-01-17,2025-06-15,Demo,Demo,47916,0.4,19166.4,USR000007,LinkedIn,CMP000021,Best Case,Legal review,16,False
OPP000258,ACC000317,Cobalt Health - CRM Cleanup,2025-05-03,2025-08-15,Closed Won,Closed Won,95604,1.0,95604.0,USR000023,Partner,CMP000021,Closed,,27,False
OPP001641,ACC000516,Cobalt Labs 40 - CRM Cleanup,2025-07-03,2025-09-16,Prospecting,Prospecting,36794,0.1,3679.4,USR000027,Content Download,CMP000006,Pipeline,Technical scoping,20,False
OPP000436,ACC000346,Vertex Platform - Lifecycle Redesign,2026-03-31,2026-08-01,Closed Won,Closed Won,119901,1.0,119901.0,USR000007,Partner,CMP000011,Closed,,34,False
OPP000881,ACC000500,Summit Markets 10 - RevOps Retainer,2025-07-22,2025-12-23,Closed Lost,Closed Lost,112598,0.0,0.0,USR000007,Organic Search,CMP000017,Closed,,15,False
OPP000657,ACC000547,Summit Platform 29 - Reporting Build,2025-09-02,2025-11-01,Proposal,Proposal,84884,0.6,50930.4,USR000018,Partner,CMP000008,Pipeline,Legal review,28,False
OPP000130,ACC000609,Keystone Ops - RevOps Retainer,2025-11-03,2026-03-02,Closed Won,Closed Won,125529,1.0,125529.0,USR000023,Content Download,CMP000029,Closed,,28,False
OPP000407,ACC000029,Bright Labs - Lifecycle Redesign,2026-03-17,2026-06-09,Closed Won,Closed Won,85942,1.0,85942.0,USR000021,Outbound,CMP000003,Closed,,30,False
OPP000865,ACC000535,Ironwood Health 54 - CRM Cleanup,2025-03-23,2025-07-08,Prospecting,Prospecting,70565,0.1,7056.5,USR000014,Webinar,CMP000002,Pipeline,Executive follow-up,27,False
OPP000852,ACC000216,Meridian Ops - CRM Cleanup,2026-01-03,2026-06-15,Discovery,Discovery,233775,0.25,58443.75,USR000027,Webinar,CMP000005,Pipeline,No next step logged,28,True
OPP000460,ACC000464,Catalyst Intelligence - Lifecycle Redesign,2025-03-04,2025-09-03,Demo,Demo,190567,0.4,76226.8,USR000022,Webinar,CMP000020,Best Case,Legal review,62,True
OPP001004,ACC000283,Evergreen Group - Reporting Build,2025-05-16,2025-09-17,Prospecting,Prospecting,75697,0.1,7569.7,USR000014,LinkedIn,CMP000006,Best Case,Schedule discovery,13,False
OPP001495,ACC000058,Keystone Group - HubSpot-SFDC Integration,2025-02-16,2025-03-03,Prospecting,Prospecting,16934,0.1,1693.4,USR000019,Referral,CMP000002,Commit,Legal review,17,False
OPP001593,ACC000265,Catalyst Cloud 14 - HubSpot-SFDC Integration,2025-03-13,2025-06-12,Discovery,Discovery,25427,0.25,6356.75,USR000018,Organic Search,,Best Case,No next step logged,33,True
OPP000934,ACC000126,Meridian Software 78 - RevOps Retainer,2026-03-29,2026-07-06,Demo,Demo,198373,0.4,79349.2,USR000022,Direct,CMP000021,Commit,Schedule discovery,28,False
OPP000981,ACC000485,Nimbus Platform 85 - HubSpot-SFDC Integration,2025-03-27,2025-06-13,Proposal,Proposal,28737,0.6,17242.2,USR000009,Webinar,CMP000001,Pipeline,Send proposal,9,False
OPP000123,ACC000304,Evergreen Markets 98 - Lead Routing,2026-06-03,2026-10-05,Demo,Demo,107669,0.4,43067.6,USR000027,Referral,CMP000030,Commit,Send proposal,24,False
OPP001005,ACC000562,Meridian Labs 56 - Lead Routing,2025-12-08,2026-01-31,Closed Won,Closed Won,23384,1.0,23384.0,USR000021,Event,CMP000017,Closed,,28,False
